11.01921	0.863	0.52	0.509	0.418
11.0693	0.864	0.52	0.508	0.418
11.11939	0.862	0.521	0.509	0.419
11.16948	0.868	0.52	0.509	0.419
11.21956	0.866	0.521	0.51	0.42
11.26965	0.865	0.519	0.509	0.418
11.31974	0.867	0.519	0.51	0.417
11.36982	0.867	0.519	0.51	0.417
11.41991	0.867	0.52	0.511	0.417
11.47	0.868	0.521	0.51	0.417
11.52009	0.868	0.522	0.51	0.418
11.57017	0.866	0.52	0.511	0.416
11.62026	0.868	0.519	0.51	0.419
11.67035	0.867	0.52	0.511	0.417
11.72044	0.867	0.521	0.51	0.416
11.77052	0.875	0.519	0.511	0.417
11.82061	0.867	0.52	0.51	0.417
11.8707	0.868	0.521	0.512	0.417
11.92079	0.874	0.52	0.511	0.416
11.97087	0.872	0.52	0.512	0.416
12.02096	0.871	0.521	0.512	0.415
12.07105	0.87	0.52	0.512	0.416
12.12113	0.87	0.521	0.511	0.416
12.17122	0.872	0.522	0.512	0.416
12.22131	0.87	0.522	0.512	0.416
12.2714	0.872	0.522	0.512	0.416
12.32148	0.866	0.522	0.512	0.416
12.37157	0.868	0.524	0.51	0.418
12.42166	0.862	0.522	0.509	0.418
12.47175	0.865	0.523	0.508	0.419
12.52183	0.866	0.523	0.51	0.42
12.57192	0.861	0.523	0.509	0.42
12.62201	0.865	0.524	0.508	0.419
12.6721	0.865	0.521	0.508	0.419
12.72218	0.862	0.523	0.508	0.418
12.77227	0.863	0.525	0.507	0.418
12.82236	0.863	0.521	0.508	0.418
12.87244	0.862	0.521	0.508	0.419
12.92253	0.863	0.522	0.507	0.418
12.97262	0.866	0.523	0.509	0.42
13.02271	0.862	0.523	0.508	0.42
13.07279	0.863	0.522	0.507	0.421
13.12288	0.867	0.52	0.508	0.42
13.17297	0.862	0.524	0.508	0.42
13.22306	0.863	0.523	0.507	0.419
13.27314	0.864	0.524	0.508	0.42
13.32323	0.864	0.522	0.507	0.418
13.37332	0.862	0.525	0.508	0.42
13.42341	0.861	0.525	0.507	0.42
13.47349	0.865	0.525	0.509	0.419
13.52358	0.862	0.526	0.507	0.42
13.57367	0.865	0.525	0.508	0.419
13.62375	0.862	0.523	0.51	0.418
13.67384	0.864	0.524	0.508	0.421
13.72393	0.864	0.522	0.509	0.42
13.77402	0.862	0.522	0.508	0.419
13.8241	0.864	0.521	0.508	0.418
13.87419	0.865	0.522	0.507	0.419
13.92428	0.866	0.521	0.509	0.42
13.97437	0.864	0.52	0.508	0.42
14.02445	0.865	0.522	0.509	0.419
14.07454	0.865	0.521	0.507	0.419
14.12463	0.868	0.519	0.509	0.417
14.17472	0.865	0.522	0.509	0.417
14.2248	0.867	0.521	0.509	0.418
14.27489	0.866	0.521	0.511	0.418
14.32498	0.867	0.52	0.509	0.417
14.37506	0.871	0.519	0.511	0.416
14.42515	0.866	0.522	0.509	0.417
14.47524	0.867	0.52	0.511	0.417
14.52533	0.869	0.519	0.511	0.417
14.57541	0.869	0.52	0.51	0.416
14.6255	0.873	0.52	0.51	0.417
14.67559	0.87	0.522	0.51	0.416
14.72568	0.871	0.52	0.512	0.416
14.77576	0.869	0.518	0.512	0.417
14.82585	0.87	0.518	0.511	0.418
14.87594	0.872	0.519	0.511	0.415
14.92603	0.872	0.519	0.511	0.416
14.97611	0.869	0.519	0.511	0.416
15.0262	0.87	0.52	0.512	0.416
15.07629	0.872	0.522	0.512	0.416
15.12637	0.87	0.522	0.512	0.416
15.17646	0.873	0.521	0.512	0.414
15.22655	0.873	0.523	0.513	0.416
15.27664	0.87	0.522	0.511	0.416
15.32672	0.868	0.521	0.512	0.415
15.37681	0.869	0.523	0.511	0.418
15.4269	0.866	0.524	0.509	0.419
15.47699	0.864	0.522	0.511	0.417
15.52707	0.866	0.521	0.509	0.417
15.57716	0.864	0.522	0.508	0.418
15.62725	0.864	0.524	0.509	0.419
15.67734	0.864	0.522	0.508	0.42
15.72742	0.863	0.522	0.509	0.42
15.77751	0.864	0.522	0.507	0.418
15.8276	0.863	0.524	0.508	0.419
15.87768	0.863	0.52	0.51	0.419
15.92777	0.865	0.524	0.508	0.42
15.97786	0.862	0.523	0.508	0.42
16.02795	0.862	0.522	0.508	0.419
16.07803	0.863	0.524	0.508	0.418
16.12812	0.861	0.525	0.507	0.418
16.17821	0.862	0.525	0.508	0.42
16.2283	0.863	0.523	0.508	0.422
16.27838	0.865	0.524	0.508	0.419
16.32847	0.865	0.523	0.509	0.419
16.37856	0.863	0.523	0.508	0.419
16.42865	0.862	0.526	0.507	0.421
16.47873	0.86	0.524	0.507	0.42
16.52882	0.866	0.524	0.507	0.421
16.57891	0.863	0.525	0.508	0.421
16.62899	0.866	0.525	0.507	0.419
16.67908	0.865	0.524	0.507	0.419
16.72917	0.864	0.524	0.507	0.42
16.77926	0.863	0.522	0.508	0.42
16.82934	0.863	0.521	0.509	0.417
16.87943	0.867	0.52	0.508	0.42
16.92952	0.864	0.521	0.508	0.418
16.97961	0.867	0.52	0.507	0.419
17.02969	0.865	0.521	0.509	0.421
17.07978	0.867	0.52	0.509	0.419
17.12987	0.866	0.521	0.508	0.418
17.17996	0.863	0.522	0.51	0.419
17.23004	0.866	0.521	0.51	0.418
17.28013	0.867	0.52	0.509	0.418
17.33022	0.867	0.522	0.509	0.417
17.3803	0.868	0.52	0.509	0.418
17.43039	0.868	0.522	0.511	0.416
17.48048	0.869	0.519	0.509	0.419
17.53057	0.867	0.525	0.509	0.419
17.58065	0.871	0.521	0.511	0.418
17.63074	0.87	0.521	0.512	0.416
