Raman Shift / 1/cm	0°	30°	60°	90°	120°	150°	180°	210°	240°	270°	300°	330°
288.909	4.746491627677925e-05	3.5180656080944596e-05	1.3469767499023827e-05	-1.1850334406495306e-05	-3.399514877775534e-05	-4.703099048743992e-05	-4.7464916276779194e-05	-3.51806560809446e-05	-1.3469767499023871e-05	1.1850334406495272e-05	3.39951487777553e-05	4.703099048744001e-05
290.162	2.1592073380286096e-05	1.3312183588622764e-05	1.4653049548931286e-06	-1.0774200958165428e-05	-2.012676842539296e-05	-2.408638454678824e-05	-2.159207338028609e-05	-1.3312183588622742e-05	-1.4653049548930994e-06	1.0774200958165473e-05	2.0126768425392937e-05	2.408638454678819e-05
291.415	8.808005328656323e-05	0.00012981878955798344	0.00013677268600495603	0.00010707845169026513	4.869263271839267e-05	-2.2740337867718282e-05	-8.80800532865633e-05	-0.00012981878955798344	-0.00013677268600495603	-0.00010707845169026521	-4.869263271839269e-05	2.2740337867718313e-05
292.667	0.00014148174421589328	7.637098197177833e-05	-9.203323216846384e-06	-9.231160538183443e-05	-0.00015068506743273958	-0.00016868258735361284	-0.00014148174421589323	-7.637098197177832e-05	9.203323216846374e-06	9.231160538183443e-05	0.0001506850674327395	0.00016868258735361284
293.92	6.254629964659614e-05	7.271364351871296e-05	6.339742533126605e-05	3.709391822409401e-05	8.511256846698634e-07	-3.561972529461894e-05	-6.254629964659621e-05	-7.271364351871297e-05	-6.339742533126605e-05	-3.709391822409401e-05	-8.511256846698854e-07	3.5619725294618905e-05
295.172	2.5549967639314276e-05	-7.670826084347189e-06	-3.883622815342819e-05	-5.959549425172725e-05	-6.438619579274239e-05	-5.1924668167380074e-05	-2.5549967639314228e-05	7.670826084347228e-06	3.8836228153428196e-05	5.9595494251727254e-05	6.438619579274236e-05	5.19246681673801e-05
296.424	0.00014099567061041866	0.00017277817751259314	0.0001582649112805471	0.00010134468988069513	1.726924067012834e-05	-7.143348763189797e-05	-0.00014099567061041877	-0.00017277817751259314	-0.00015826491128054706	-0.0001013446898806952	-1.7269240670128378e-05	7.143348763189803e-05
297.675	-0.00016137397914301938	-0.00012614367842326914	-5.711328093971273e-05	2.7220574048731527e-05	0.00010426069820330667	0.0001533642524720007	0.0001613739791430194	0.00012614367842326914	5.711328093971271e-05	-2.7220574048731483e-05	-0.00010426069820330667	-0.0001533642524720007
298.927	4.776825522866415e-05	4.3405007871127045e-05	2.7411423707054925e-05	4.0729706972900915e-06	-2.0356831521609244e-05	-3.933203717383698e-05	-4.7768255228664186e-05	-4.340500787112706e-05	-2.7411423707054908e-05	-4.0729706972901085e-06	2.035683152160926e-05	3.933203717383693e-05
300.178	2.8484927685515412e-05	8.181637691898515e-06	-1.4313915514026602e-05	-3.2974066617440933e-05	-4.279884319954199e-05	-4.1155704309339496e-05	-2.848492768551539e-05	-8.181637691898503e-06	1.4313915514026621e-05	3.2974066617441e-05	4.2798843199542e-05	4.115570430933948e-05
301.429	0.0001343806527800101	8.313409499088268e-05	9.611823585455954e-06	-6.648592818748402e-05	-0.00012476882919455412	-0.00014962002317836672	-0.0001343806527800101	-8.313409499088271e-05	-9.611823585455913e-06	6.648592818748406e-05	0.0001247688291945541	0.00014962002317836672
302.68	-1.74025110432271e-05	-4.778100046623912e-05	-6.53566094007712e-05	-6.54199676263303e-05	-4.7954098357544e-05	-1.763896716009118e-05	1.7402511043227176e-05	4.7781000466239124e-05	6.535660940077121e-05	6.54199676263303e-05	4.7954098357543974e-05	1.7638967160091204e-05
303.931	-3.830905809669793e-05	-4.0730212451712755e-05	-3.223773927274304e-05	-1.5107189889836725e-05	6.071318823954962e-06	2.562302256187602e-05	3.830905809669801e-05	4.073021245171276e-05	3.2237739272743035e-05	1.5107189889836749e-05	-6.071318823954967e-06	-2.562302256187597e-05
305.181	-3.741781627326838e-05	-1.5166580347694414e-05	1.1148528533985979e-05	3.447639819818949e-05	4.856634480725433e-05	4.964297854588392e-05	3.7417816273268356e-05	1.5166580347694389e-05	-1.114852853398601e-05	-3.447639819818951e-05	-4.8566344807254284e-05	-4.9642978545883893e-05
306.43	-6.474183678439499e-05	-0.00010147931865908632	-0.00011102549905061488	-9.082248663226886e-05	-4.6283662266219875e-05	1.065683202681749e-05	6.474183678439505e-05	0.00010147931865908635	0.00011102549905061485	9.082248663226879e-05	4.628366226621987e-05	-1.0656832026817528e-05
307.68	9.267316051072686e-05	8.397726874659509e-05	5.2779735639241814e-05	7.439914990625514e-06	-3.9893424871485066e-05	-7.653735375596956e-05	-9.267316051072686e-05	-8.397726874659511e-05	-5.277973563924178e-05	-7.439914990625594e-06	3.9893424871485066e-05	7.653735375596958e-05
308.93	3.082998976227863e-05	3.042093408808387e-05	2.1860613691986596e-05	7.442759511072743e-06	-8.969376070292066e-06	-2.2978174577011124e-05	-3.082998976227867e-05	-3.042093408808385e-05	-2.1860613691986593e-05	-7.442759511072789e-06	8.969376070292092e-06	2.2978174577011107e-05
310.179	4.5649416274168e-05	3.0772722175441284e-05	7.65050202089779e-06	-1.7521663971837927e-05	-3.7998914253270174e-05	-4.8294386147279234e-05	-4.564941627416796e-05	-3.077272217544127e-05	-7.650502020897815e-06	1.7521663971837896e-05	3.799891425327011e-05	4.829438614727923e-05
311.429	4.770006928935799e-05	-5.978961072717206e-07	-4.8735655724800216e-05	-8.381473574826726e-05	-9.643572501415819e-05	-8.321683964099556e-05	-4.7700069289357916e-05	5.978961072716972e-07	4.873565572480024e-05	8.381473574826726e-05	9.64357250141582e-05	8.321683964099556e-05
312.678	9.015324324311535e-05	6.11491591341957e-05	1.576020721742609e-05	-3.385167949579996e-05	-7.439303602568926e-05	-9.500083862999563e-05	-9.015324324311539e-05	-6.11491591341957e-05	-1.576020721742607e-05	3.385167949579998e-05	7.439303602568924e-05	9.500083862999567e-05
313.927	3.4792743774822696e-06	1.2231788123247054e-05	1.770680411939919e-05	1.8437296251222267e-05	1.4227529741916943e-05	6.205508127975235e-06	-3.479274377482258e-06	-1.2231788123247067e-05	-1.7706804119399213e-05	-1.8437296251222267e-05	-1.4227529741916943e-05	-6.205508127975198e-06
315.176	-6.074851273431782e-07	-3.3364084998648803e-06	-5.171343909227432e-06	-5.620621894328875e-06	-4.563858781884234e-06	-2.2842133944640023e-06	6.074851273432071e-07	3.3364084998648706e-06	5.17134390922741e-06	5.620621894328853e-06	4.563858781884262e-06	2.2842133944640324e-06
316.425	3.5280667364379864e-05	9.275092029795314e-06	-1.921573672389721e-05	-4.2557724340452384e-05	-5.4496404088277035e-05	-5.18328163702477e-05	-3.5280667364379844e-05	-9.275092029795351e-06	1.9215736723897238e-05	4.255772434045242e-05	5.4496404088277035e-05	5.18328163702477e-05
